StratumID,DistributionTypeID,ExternalVariableTypeID,ExternalVariableMin,ExternalVariableMax,Value
Eastern Cascades Slopes and Foothills,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2001,2001,33
Eastern Cascades Slopes and Foothills,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2002,2002,23
Eastern Cascades Slopes and Foothills,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2003,2003,21
Eastern Cascades Slopes and Foothills,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2004,2004,69
Eastern Cascades Slopes and Foothills,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2005,2005,35
Eastern Cascades Slopes and Foothills,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2006,2006,40
Eastern Cascades Slopes and Foothills,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2007,2007,108
Eastern Cascades Slopes and Foothills,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2008,2008,110
Eastern Cascades Slopes and Foothills,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2009,2009,50
Eastern Cascades Slopes and Foothills,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2010,2010,15
Eastern Cascades Slopes and Foothills,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2011,2011,93
Eastern Cascades Slopes and Foothills,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2012,2012,13
Eastern Cascades Slopes and Foothills,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2013,2013,8
Eastern Cascades Slopes and Foothills,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2014,2014,13
Central Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,1999,1999,0
Central Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2e3,2e3,0
Central Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2001,2001,0
Central Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2002,2002,0
Central Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2003,2003,0
Central Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2004,2004,0
Central Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2005,2005,0
Central Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2006,2006,0
Central Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2007,2007,0
Central Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2008,2008,0
Central Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2009,2009,0
Central Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2010,2010,0
Central Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2011,2011,0
Central Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2012,2012,0
Central Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2013,2013,0
Central Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2014,2014,0
Mojave Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,1999,1999,0
Mojave Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2e3,2e3,0
Mojave Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2001,2001,0
Mojave Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2002,2002,0
Mojave Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2003,2003,0
Mojave Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2004,2004,0
Mojave Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2005,2005,0
Mojave Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2006,2006,0
Mojave Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2007,2007,0
Mojave Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2008,2008,0
Mojave Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2009,2009,0
Mojave Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2010,2010,0
Mojave Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2011,2011,0
Mojave Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2012,2012,0
Mojave Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2013,2013,0
Mojave Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2014,2014,0
Klamath Mountains,Historical Rate: Forest Selection,Historical Year: Forest Harvest,1999,1999,21
Klamath Mountains,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2e3,2e3,16
Klamath Mountains,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2001,2001,32
Klamath Mountains,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2002,2002,23
Klamath Mountains,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2003,2003,23
Klamath Mountains,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2004,2004,29
Klamath Mountains,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2005,2005,36
Klamath Mountains,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2006,2006,34
Klamath Mountains,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2007,2007,30
Klamath Mountains,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2008,2008,29
Klamath Mountains,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2009,2009,16
Klamath Mountains,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2010,2010,5
Klamath Mountains,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2011,2011,36
Klamath Mountains,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2012,2012,39
Klamath Mountains,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2013,2013,6
Klamath Mountains,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2014,2014,6
Northern Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,1999,1999,0
Northern Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2e3,2e3,0
Northern Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2001,2001,0
Northern Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2002,2002,0
Northern Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2003,2003,0
Northern Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2004,2004,0
Northern Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2005,2005,0
Northern Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2006,2006,0
Northern Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2007,2007,0
Northern Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2008,2008,0
Northern Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2009,2009,0
Northern Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2010,2010,0
Northern Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2011,2011,0
Northern Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2012,2012,0
Northern Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2013,2013,0
Northern Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2014,2014,0
Sonoran Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,1999,1999,0
Sonoran Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2e3,2e3,0
Sonoran Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2001,2001,0
Sonoran Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2002,2002,0
Sonoran Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2003,2003,0
Sonoran Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2004,2004,0
Sonoran Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2005,2005,0
Sonoran Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2006,2006,0
Sonoran Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2007,2007,0
Sonoran Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2008,2008,0
Sonoran Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2009,2009,0
Sonoran Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2010,2010,0
Sonoran Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2011,2011,0
Sonoran Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2012,2012,0
Sonoran Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2013,2013,0
Sonoran Basin and Range,Historical Rate: Forest Selection,Historical Year: Forest Harvest,2014,2014,0
